,url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
3166,/fighter/Russell-Mizuguchi-230247,Russell Mizuguchi,Da Muscle,,,,"Hilo, Hawaii",United States,"0'0""",125 lbs,Boss MMA,Flyweight,5,0,1,4,,5,0,0,0,
3167,/fighter/Nick-Sperling-46278,Nick Sperling,Lil Ninja,,,,"Grass Valley, California",United States,"5'6""",125 lbs,Powerhouse MMA,Flyweight,3,2,1,0,,3,2,2,0,
3168,/fighter/Hunter-Azure-251727,Hunter Azure,,02/03/1992,29.0,,"Poplar, Montana",United States,"5'8""",135 lbs,Fight Ready,Bantamweight,9,3,1,5,,9,1,0,1,
3169,/fighter/Murad-Ramazanov-236389,Murad Ramazanov,,,,,,Russia,"0'0""",155 lbs,,Lightweight,10,4,3,3,,10,0,0,0,
3170,/fighter/Matt-Denning-131243,Matt Denning,Ken Doll,,,,"Auburn, Maine",United States,"5'8""",145 lbs,Central Maine BJJ,Featherweight,5,0,5,0,,5,6,4,0,
3171,/fighter/Mara-Romero-Borella-164915,Mara Romero Borella,Maravilla,03/06/1986,35.0,,"Ponte dell'Olio, Piacenza",Italy,"5'6""",125 lbs,American Top Team,Flyweight,12,3,4,5,,12,4,3,2,
3172,/fighter/Pengshuai-Liu-232985,Pengshuai Liu,,19/07/1996,25.0,,Beijing,China,"5'5""",135 lbs,Fighting Bros Club,Bantamweight,6,3,3,0,,6,2,1,2,
3173,/fighter/Sevak-Magakian-17653,Sevak Magakian,Silverback,02/07/1985,36.0,,"Glendale, California",United States,"6'0""",154 lbs,Team Hayastan,Lightweight,13,1,9,3,,13,1,4,1,
3174,/fighter/Jamal-Pogues-152993,Jamal Pogues,The Stormtrooper,01/12/1995,25.0,,"Victorville, California",United States,"6'2""",205 lbs,Joe Stevenson's Cobra Kai,Light Heavyweight,8,4,1,3,,8,1,2,0,
3175,/fighter/Jeff-Hougland-4870,Jeff Hougland,Hellbound,02/08/1978,43.0,,"Enumclaw, Washington",United States,"5'9""",135 lbs,Combat Sport and Fitness,Bantamweight,10,1,7,2,,10,1,3,2,
3176,/fighter/Nate-Yoshimura-260311,Nate Yoshimura,,,,,Hawaii,United States,"5'3""",125 lbs,,Flyweight,0,0,0,0,,0,1,0,0,
3177,/fighter/Eryk-Anders-93407,Eryk Anders,Ya Boi,21/04/1987,34.0,,"Birmingham, Alabama",United States,"6'1""",205 lbs,Spartan Fitness,Light Heavyweight,14,8,1,5,,14,1,0,4,
3178,/fighter/Cain-Velasquez-19102,Cain Velasquez,,28/07/1982,39.0,,"Salinas, California",United States,"6'1""",241 lbs,American Kickboxing Academy,Heavyweight,14,12,0,2,,14,2,1,0,
3179,/fighter/Goiti-Yamauchi-48629,Goiti Yamauchi,,05/01/1993,28.0,,"Anjo, Aichi",Japan,"5'10""",155 lbs,Yamauchi Team,Lightweight,26,2,20,4,,26,0,0,5,
3180,/fighter/Mike-Thomas-Brown-3069,Mike Thomas Brown,,08/09/1975,45.0,,"Portland, Maine",United States,"5'6""",145 lbs,American Top Team,Featherweight,26,5,13,8,,26,3,4,2,
3181,/fighter/Takashi-Sato-147403,Takashi Sato,Ten,09/06/1990,31.0,,Tokyo,Japan,"5'10""",170 lbs,Sanford MMA,Welterweight,16,11,2,3,,16,1,3,0,
3182,/fighter/Alex-Polizzi-251099,Alex Polizzi,Eazy,22/12/1991,29.0,,"Madison, Wisconsin",United States,"6'0""",205 lbs,Chosen Few Gym,Light Heavyweight,8,3,4,1,,8,0,0,1,
3183,/fighter/Igor-Pokrajac-7621,Igor Pokrajac,The Duke,02/01/1979,42.0,,Zagreb,Croatia,"6'0""",205 lbs,American Top Team,Light Heavyweight,29,16,9,4,,29,8,2,5,
3184,/fighter/Rob-Lisita-49684,Rob Lisita,Warrior of God,27/02/1983,38.0,,"Campbelltown, New South Wales",Australia,"5'7""",145 lbs,Australian Top Team,Featherweight,14,4,7,3,,14,1,4,4,
3185,/fighter/Nick-Nolte-35214,Nick Nolte,The Kansas City Head Case,04/03/1981,40.0,,"Kansas City, Missouri",United States,"6'0""",175 lbs,K2L Grindhouse,Middleweight,5,1,3,1,,5,0,3,1,
3186,/fighter/Ryan-Parker-253537,Ryan Parker,The Predator,10/12/1992,28.0,,"Norfolk, Virginia",United States,"6'3""",185 lbs,Team XCWT MMA,Middleweight,2,1,1,0,,2,0,3,0,
3187,/fighter/Umer-Kayani-74167,Umer Kayani,,,,,,England,"0'0""",176 lbs,,Middleweight,5,0,5,0,,5,2,2,0,
3188,/fighter/Jonathan-Mackles-50052,Jonathan Mackles,The Mack Attack,08/08/1985,36.0,,"Slidell, Louisiana",United States,"5'7""",135 lbs,Gold Dragon MMA,Bantamweight,15,3,7,4,1.0,15,2,0,2,0.0
3189,/fighter/Troy-Gerhart-35811,Troy Gerhart,,12/12/1985,35.0,,"Venice, Florida",United States,"5'8""",155 lbs,Champions MMA Bradenton,Lightweight,8,7,0,1,,8,1,1,2,
3190,/fighter/Joe-Roye-211075,Joe Roye,Sodamnoverland,17/05/1992,29.0,,"Overland, Missouri",United States,"5'10""",150 lbs,Performance Fitness MMA,Lightweight,1,0,1,0,,1,0,6,0,
3191,/fighter/Dave-Menne-245,Dave Menne,The Warrior,29/07/1974,47.0,,"Minneapolis, Minnesota",United States,"5'10""",185 lbs,Menne Combat Academy,Middleweight,45,6,19,20,,45,7,1,9,
3192,/fighter/Tyler-Claussen-161647,Tyler Claussen,,30/09/1992,28.0,,Illinois,United States,"5'9""",170 lbs,,Welterweight,2,1,1,0,,2,2,1,0,
3193,/fighter/John-McLaughlin-58286,John McLaughlin,The Convict,,,,"Uncasville, Connecticut",United States,"5'6""",135 lbs,Kipp's Basement,Bantamweight,5,1,2,1,,5,1,0,0,
3194,/fighter/Marcos-Escobar-103495,Marcos Escobar,,19/03/1976,45.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"5'8""",155 lbs,Leverage Combat Academy,Lightweight,2,0,2,0,,2,0,0,0,
3195,/fighter/Stephan-Bonnar-3014,Stephan Bonnar,The American Psycho,04/04/1977,44.0,,"Hammond, Indiana",United States,"6'3""",205 lbs,One Kick's Gym,Light Heavyweight,15,3,7,5,,15,3,0,6,
3196,/fighter/Gustavo-Balart-203591,Gustavo Balart,El Gladiador,23/06/1987,34.0,,Santiago,Cuba,"4'11""",124 lbs,American Top Team,Flyweight,9,1,0,8,,9,2,0,2,
3197,/fighter/Sasa-Perkic-23020,Sasa Perkic,The Serbian Warrior,,,,"Milwaukee, Wisconsin",United States,"0'0""",154 lbs,,Lightweight,3,1,1,1,,3,0,0,1,
3198,/fighter/Josh-Burns-43834,Josh Burns,The Hammer,15/05/1978,43.0,,"Detroit, Michigan",United States,"6'1""",244 lbs,Michigan Top Team,Heavyweight,8,4,2,2,,8,5,4,1,
3199,/fighter/Mohammad-Yahya-104821,Mohammad Yahya,,,,,,United Arab Emirates,"0'0""",145 lbs,Jamil's Reality Combat System,Featherweight,9,6,1,2,,9,1,2,0,
3200,/fighter/Natalie-Gonzales-Hills-115993,Natalie Gonzales Hills,The Kilapino,17/02/1988,33.0,,"Cavite City, Cavite",Philippines,"5'2""",105 lbs,Lange's MMA,Atomweight,1,0,1,0,,1,2,2,1,
3201,/fighter/Alvaro-Herrera-44627,Alvaro Herrera,Chango,14/05/1990,31.0,,"Guadalajara, Jalisco",Mexico,"6'0""",155 lbs,UAG MMA,Lightweight,9,5,3,0,1.0,9,4,3,0,0.0
3202,/fighter/Jie-Miao-255823,Jie Miao,Supermom,,,,Shanghai,China,"0'0""",125 lbs,,Flyweight,10,2,7,1,,10,1,0,3,
3203,/fighter/Kazushi-Sakuraba-84,Kazushi Sakuraba,The Gracie Hunter,14/07/1969,52.0,,"Katagami, Akita",Japan,"6'0""",167 lbs,Laughter7,Welterweight,26,4,19,3,,26,10,3,4,
3204,/fighter/Nathan-Greyson-87717,Nathan Greyson,Dread,,,,"London, Greater London",England,"5'8""",135 lbs,Team Titan,Bantamweight,6,6,0,0,,6,1,2,1,
3205,/fighter/Dragan-Tesanovic-21904,Dragan Tesanovic,Gagi,02/09/1985,35.0,,Belgrade,Serbia,"6'2""",185 lbs,MMA Academy,Middleweight,8,6,0,2,,8,0,1,1,
3206,/fighter/Haiat-Farag-Youssef-226331,Haiat Farag Youssef,,18/02/1982,39.0,,,Egypt,"0'0""",145 lbs,Egyptian Top Team,Featherweight,1,0,1,0,,1,0,1,0,
3207,/fighter/Sam-Hoger-6445,Sam Hoger,Alaskan Assassin,28/06/1980,41.0,,"Eagle River, Alaska",United States,"6'2""",205 lbs,Miletich Martial Arts,Light Heavyweight,10,3,6,1,,10,0,1,3,
3208,/fighter/Terry-Etim-13332,Terry Etim,,11/01/1986,35.0,,Liverpool,England,"6'1""",155 lbs,Team Kaobon,Lightweight,16,2,12,2,,16,1,1,3,
3209,/fighter/Satoshi-Honma-251,Satoshi Honma,,19/05/1968,53.0,,Niigata,Japan,"6'0""",204 lbs,,Light Heavyweight,4,1,3,0,,4,2,2,2,
3210,/fighter/Itzik-Rubinov-306567,Itzik Rubinov,,,,,,Israel,"0'0""",145 lbs,,Featherweight,1,0,0,1,,1,0,0,0,
3211,/fighter/Yodsanan-Sityodtong-82604,Yodsanan Sityodtong,Little Tyson,17/08/1974,46.0,,Suphan Buri,Thailand,"5'6""",135 lbs,Evolve MMA,Bantamweight,4,4,0,0,,4,0,1,0,
3212,/fighter/Paul-Lopes-45320,Paul Lopes,,,,,"Honolulu, Hawaii",United States,"5'10""",155 lbs,808 Top Team,Lightweight,1,1,0,0,,1,3,2,0,
3213,/fighter/Paul-Georgieff-11408,Paul Georgieff,,22/09/1982,38.0,,"St. Paul, Minnesota",United States,"0'0""",155 lbs,,Lightweight,6,0,5,0,1.0,6,0,2,0,0.0
3214,/fighter/Doug-Gordon-15802,Doug Gordon,Flash,,,,"New Castle, Delaware",United States,"5'8""",170 lbs,Elite BJJ,Welterweight,11,6,3,2,,11,2,3,6,
3215,/fighter/Erick-Montano-40308,Erick Montano,Perry,19/11/1985,35.0,,Mexico City,Mexico,"6'0""",170 lbs,Bonebreakers Team,Welterweight,8,2,4,2,,8,1,4,1,
3216,/fighter/Raulian-Paiva-167575,Raulian Paiva,,17/10/1995,25.0,,"Santana, Amapa",Brazil,"5'8""",135 lbs,Team Alpha Male,Bantamweight,21,4,3,14,,21,1,1,1,
3217,/fighter/Vladimir-Filipovic-166507,Vladimir Filipovic,Fila,14/09/1990,30.0,,"Odzaci, Vojvodina",Serbia,"6'1""",185 lbs,Family Fight Team,Middleweight,10,3,4,3,,10,1,1,1,
3218,/fighter/Pete-Williams-201,Pete Williams,El Duro,10/07/1975,46.0,,"San Lorenzo, California",USA,"6'3""",225 lbs,Lion's Den,Heavyweight,12,6,4,2,,12,2,1,3,
3219,/fighter/Sabriye-Sengul-350831,Sabriye Sengul,,12/11/1988,32.0,,,Turkey,"5'7""",125 lbs,,Flyweight,1,0,0,1,,1,0,1,0,
3220,/fighter/Irwin-Rivera-78383,Irwin Rivera,The Beast,14/02/1989,32.0,,"New Windsor, New York",United States,"5'6""",135 lbs,Sanford MMA,Bantamweight,10,5,1,4,,10,2,0,4,
3221,/fighter/John-Castaneda-86536,John Castaneda,Sexi Mexi,18/12/1991,29.0,,"Mankato, Minnesota",United States,"5'7""",135 lbs,The Academy,Bantamweight,18,8,5,5,,18,1,0,4,
3222,/fighter/Vagner-Rocha-43107,Vagner Rocha,Ceara,06/06/1982,39.0,,Rio de Janeiro,Brazil,"5'11""",155 lbs,Team VRMA,Lightweight,14,3,8,3,,14,1,1,2,
3223,/fighter/BJ-Ferguson-31949,B.J. Ferguson,The Boogeyman,28/05/1981,40.0,,"Louisville, Kentucky",United States,"5'8""",140 lbs,All American MMA,Featherweight,11,3,5,3,,11,2,1,3,
3224,/fighter/Andy-Main-45236,Andy Main,,24/03/1989,32.0,,"Boonton, New Jersey",United States,"5'11""",145 lbs,Pure MMA,Featherweight,12,2,7,3,,12,1,0,3,
3225,/fighter/Dalton-Rosta-277187,Dalton Rosta,Hercules,09/11/1995,25.0,,"New Castle, Pennsylvania",United States,"6'0""",205 lbs,The Mat Factory,Light Heavyweight,5,3,0,2,,5,0,0,0,
3226,/fighter/Saeed-Hosseini-160,Saeed Hosseini,,,,,,Iran,"0'0""",265 lbs,,Heavyweight,0,0,0,0,,0,1,0,0,
3227,/fighter/Asael-Adjoudj-315075,Asael Adjoudj,The Sultan,,,,,France,"6'0""",145 lbs,SBG Ireland,Featherweight,1,1,0,0,,1,0,0,1,
3228,/fighter/Aaron-Hamilton-65199,Aaron Hamilton,The Snake,20/11/1982,38.0,,"Stockton, California",United States,"5'11""",184 lbs,,Middleweight,1,0,1,0,,1,4,1,1,
3229,/fighter/Tracy-Cortez-160955,Tracy Cortez,,10/12/1993,27.0,,"Phoenix, Arizona",United States,"5'5""",125 lbs,Fight Ready,Flyweight,9,1,1,7,,9,0,1,0,
3230,/fighter/Tim-Elliott-49213,Tim Elliott,,24/12/1986,34.0,,"Lee's Summit, Missouri",United States,"5'7""",125 lbs,Glory MMA & Fitness,Flyweight,17,3,6,8,,17,1,5,5,
3231,/fighter/Joe-Calboutin-155431,Joe Calboutin,,,,,"Newcastle upon Tyne, Tyne and Wear",England,"0'0""",155 lbs,Independent,Lightweight,1,1,0,0,,1,0,0,0,
3232,/fighter/Jimmy-Van-Horn-77202,Jimmy Van Horn,,,,,"Malvern, Arkansas",United States,"6'1""",146 lbs,Spartan Fight Club,Featherweight,8,0,8,0,,8,8,10,0,
3233,/fighter/Jacob-Ycaro-295823,Jacob Ycaro,,28/05/1992,29.0,,"Milpitas, California",United States,"5'10""",145 lbs,Smash Gyms,Featherweight,1,1,0,0,,1,0,0,1,
3234,/fighter/Nadia-Kassem-214579,Nadia Kassem,187,15/11/1995,25.0,,"Sydney, New South Wales",Australia,"5'5""",120 lbs,Australian Top Team,Flyweight,5,4,0,1,,5,1,1,0,
3235,/fighter/Ivan-Menjivar-993,Ivan Menjivar,Pride of El Salvador,30/05/1982,39.0,,La Paz,El Salvador,"5'6""",135 lbs,Tristar Gym,Bantamweight,25,9,10,6,0.0,25,1,2,8,1.0
3236,/fighter/Jesse-Thorton-58077,Jesse Thorton,The Army Assassin,18/02/1975,46.0,,"Killeen, Texas",United States,"5'5""",170 lbs,Fight Stop,Welterweight,5,1,1,3,,5,3,5,3,
3237,/fighter/Max-Griffin-53904,Max Griffin,Pain,29/11/1985,35.0,,"Sacramento, California",United States,"5'11""",170 lbs,Marinoble's Martial Arts,Welterweight,18,9,2,7,,18,1,0,7,
3238,/fighter/Gan-McGee-273,Gan McGee,The Giant,20/11/1976,44.0,,"San Luis Obispo, California",United States,"6'10""",260 lbs,S.K.S. Fight Team,Heavyweight,13,11,1,0,1.0,13,3,1,1,0.0
3239,/fighter/Ahsan-Abdullah-85771,Ahsan Abdullah,,02/08/1992,29.0,,"Cortland, New York",United States,"5'8""",138 lbs,Team Bombsquad,Featherweight,8,3,3,2,,8,1,5,3,
3240,/fighter/Seung-Ho-Yang-30755,Seung Ho Yang,Tommy,07/04/1990,31.0,,Kyunggi,South Korea,"5'10""",160 lbs,Phuket Top Team,Welterweight,7,1,3,3,,7,0,0,1,
3241,/fighter/Alfonso-Alcarez-229,Alfonso Alcarez,Alfie,10/06/1970,51.0,,"Las Vegas, Nevada",United States,"5'3""",135 lbs,Nickwan Kick Gym,Bantamweight,1,1,0,0,,1,0,3,0,
3242,/fighter/Binh-Son-Le-94941,Binh Son Le,,26/10/1988,32.0,,Partille,Sweden,"5'5""",125 lbs,Bulldog Training Center,Flyweight,5,0,0,5,,5,0,0,4,
3243,/fighter/Evan-Gubera-339123,Evan Gubera,,,,,"Fremont, California",United States,"0'0""",185 lbs,American Kickboxing Academy,Middleweight,0,0,0,0,,0,0,0,2,
3244,/fighter/Daniel-Crawford-141729,Daniel Crawford,,,,,"Croydon, Greater London",England,"5'9""",145 lbs,New Wave Academy MMA,Featherweight,10,6,1,3,,10,1,1,1,
3245,/fighter/Mike-Jasper-80089,Mike Jasper,,04/08/1983,38.0,,"Camarillo, California",United States,"6'0""",190 lbs,Elite MMA,Light Heavyweight,13,9,1,3,,13,1,1,4,
3246,/fighter/Phil-Brooks-184933,Phil Brooks,CM Punk,26/10/1978,42.0,,"Chicago, Illinois",United States,"6'2""",170 lbs,Roufusport,Welterweight,0,0,0,0,,0,0,1,0,
3247,/fighter/Dusko-Todorovic-207339,Dusko Todorovic,Thunder,19/05/1994,27.0,,Belgrade,Serbia,"6'1""",185 lbs,Secutor,Middleweight,10,6,3,1,,10,1,0,1,
3248,/fighter/Dwight-Grant-68983,Dwight Grant,The Body Snatcher,14/09/1984,36.0,,"New York, New York",United States,"6'1""",170 lbs,Alliance MMA,Welterweight,11,7,0,4,,11,1,0,2,
3249,/fighter/Joao-Roque-256,Joao Roque,,22/07/1971,50.0,,"Luanda, Luanda",Angola,"5'6""",145 lbs,Nova Uniao,Featherweight,7,0,5,2,,7,0,0,2,
3250,/fighter/Qileng-Aori-222519,Qileng Aori,Mongolian Murderer,25/06/1993,28.0,,Inner Mongolia,China,"5'7""",125 lbs,Team BKS,Flyweight,18,5,2,11,,18,0,3,5,
3251,/fighter/Jack-McLaughlin-885,Jack McLaughlin,,01/10/1961,59.0,,"Piqua, Ohio",United States,"5'10""",218 lbs,,Heavyweight,1,0,0,0,1.0,1,1,2,0,1.0
3252,/fighter/Ashlee-EvansSmith-75021,Ashlee Evans-Smith,Rebel Girl,09/07/1987,34.0,,"Lake Forest, California",United States,"5'8""",135 lbs,Reign MMA,Bantamweight,6,3,0,3,,6,0,2,3,
3253,/fighter/Liudvik-Sholinian-216799,Liudvik Sholinian,,,,,Kiev,Ukraine,"5'10""",145 lbs,Aurum,Featherweight,9,1,3,5,,9,0,0,1,
3254,/fighter/Mauricio-Rua-5707,Mauricio Rua,Shogun,25/11/1981,39.0,,"Curitiba, Parana",Brazil,"6'1""",205 lbs,Universidade da Luta,Light Heavyweight,27,21,1,5,,27,6,3,3,
3255,/fighter/Chris-Heatherly-101117,Chris Heatherly,Stump,24/11/1987,33.0,,"Cahokia, Illinois",United States,"5'8""",180 lbs,Fit or Fight,Middleweight,9,1,4,4,,9,2,2,0,
3256,/fighter/Jaroslav-Jartim-85487,Jaroslav Jartim,Jarda,,,,,Czech Republic,"0'0""",155 lbs,Penta Gym Prague,Lightweight,11,6,3,2,,11,7,2,1,
3257,/fighter/Brett-Rogers-16048,Brett Rogers,Da Grim,17/02/1981,40.0,,"Minneapolis, Minnesota",United States,"6'5""",262 lbs,,Heavyweight,17,15,0,2,,17,3,2,5,
3258,/fighter/Nicholas-Sergiacomi-41570,Nicholas Sergiacomi,,,,,"Waterford, Connecticut",United States,"5'9""",170 lbs,,Welterweight,1,0,1,0,,1,0,1,0,
3259,/fighter/Ali-Motamed-183423,Ali Motamed,,30/01/1991,30.0,,,Iran,"5'6""",135 lbs,Tiger Muay Thai,Bantamweight,7,2,2,3,,7,3,0,2,
3260,/fighter/Danny-Sykora-25317,Danny Sykora,,,,,"Cedar Rapids, Iowa",United States,"5'7""",134 lbs,Hard Drive MMA,Bantamweight,7,2,5,0,,7,0,0,5,
3261,/fighter/Arturo-Rivas-48596,Arturo Rivas,Turtle,04/02/1981,40.0,,"Moorpark, California",United States,"6'4""",259 lbs,Elite MMA,Heavyweight,6,2,1,3,,6,0,1,1,
3262,/fighter/Jesse-Roberts-220123,Jesse Roberts,,,,,Louisiana,United States,"0'0""",170 lbs,,Welterweight,2,0,0,2,,2,0,0,0,
3263,/fighter/Shinechagtga-Zoltsetseg-271083,Shinechagtga Zoltsetseg,,04/09/1996,24.0,,Ulaanbaatar,Mongolia,"5'8""",145 lbs,Zorky's MMA,Featherweight,6,4,0,2,0.0,6,1,1,0,1.0
3264,/fighter/Alexander-Volkov-40951,Alexander Volkov,Drago,24/10/1988,32.0,,Moscow,Russia,"6'7""",265 lbs,Strela Team,Heavyweight,33,22,3,8,,33,2,2,5,
3265,/fighter/Phil-Baroni-278,Phil Baroni,New York Bad Ass,16/04/1976,45.0,,"Long Island, New York",United States,"5'9""",170 lbs,American Kickboxing Academy,Welterweight,16,11,2,3,,16,7,3,9,
3266,/fighter/Kerry-Schall-397,Kerry Schall,Meat Truck,09/08/1971,50.0,,"Cincinnati, Ohio",United States,"6'2""",265 lbs,Meat Truck Inc.,Heavyweight,24,7,12,1,4.0,24,7,3,3,0.0
3267,/fighter/Dave-Banguigui-210097,Dave Banguigui,Kintas,,,,Baguio City,Philippines,"5'6""",125 lbs,Fight Corps MMA,Flyweight,8,4,2,2,,8,0,0,1,
3268,/fighter/Hunter-Ewald-353913,Hunter Ewald,,,,,Hawaii,United States,"0'0""",170 lbs,,Welterweight,1,0,1,0,,1,0,0,0,
3269,/fighter/Mengyu-Liu-311591,Mengyu Liu,,,,,,China,"0'0""",145 lbs,North Dalian MMA,Featherweight,5,2,2,1,,5,2,0,2,
3270,/fighter/Daniel-Langbeen-58762,Daniel Langbeen,,,,,"Eastpointe, Michigan",United States,"5'9""",149 lbs,,Lightweight,5,3,0,2,,5,1,1,2,
3271,/fighter/Burenzorig-Batmunkh-83220,Burenzorig Batmunkh,,25/09/1985,35.0,,,Mongolia,"5'9""",155 lbs,Team Fighter,Lightweight,10,2,2,6,,10,2,5,3,
3272,/fighter/Craig-White-47948,Craig White,The Thundercat,01/07/1990,31.0,,"Exmouth, Devon",England,"6'2""",170 lbs,Team Lionheart,Welterweight,14,5,9,0,,14,3,6,3,
3273,/fighter/Bryan-Baker-18467,Bryan Baker,The Beast,13/10/1985,35.0,,"West Covina, California",United States,"6'3""",170 lbs,Team Wildman Vale Tudo,Welterweight,18,8,3,7,,18,3,1,1,
3274,/fighter/Da-Eun-Jung-185031,Da Eun Jung,,,,,,South Korea,"5'7""",135 lbs,Team Poma,Bantamweight,8,3,0,5,,8,2,1,2,
3275,/fighter/Floyd-Sword-340,Floyd Sword,,,,,"Farmington, New Mexico",United States,"5'11""",185 lbs,Team Four Corners,Middleweight,12,4,7,1,,12,1,1,1,
3276,/fighter/Luiz-Jorge-Dutra-Jr-8121,Luiz Jorge Dutra Jr.,Besouro,06/05/1982,39.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"5'11""",170 lbs,Renovacao Fight Team,Welterweight,13,5,2,6,0.0,13,4,1,1,1.0
3277,/fighter/Kevin-Jackson-172,Kevin Jackson,,25/11/1964,56.0,,"Phoenix, Arizona",United States,"5'10""",199 lbs,,Light Heavyweight,4,1,3,0,,4,0,2,0,
3278,/fighter/Muhammad-Imran-158815,Muhammad Imran,The Spider,01/12/1991,29.0,,"Gujar Khan, Punjab",Pakistan,"0'0""",125 lbs,Pakido,Flyweight,6,0,4,2,,6,1,1,2,
3279,/fighter/Cristiano-Souza-54489,Cristiano Souza,Soldier Boy,02/08/1982,39.0,,"Boca Raton, Florida",United States,"5'10""",170 lbs,American Top Team,Welterweight,7,3,3,1,,7,1,1,0,
3280,/fighter/Claudio-Puelles-105897,Claudio Puelles,El Nino,21/04/1996,25.0,,Molina,Peru,"5'11""",155 lbs,Pitbull Martial Arts Center,Lightweight,10,2,5,3,,10,1,0,1,
3281,/fighter/Justin-Salas-16180,Justin Salas,J-Bomb,13/03/1982,39.0,,"Wheat Ridge, Colorado",United States,"5'8""",155 lbs,Grudge Training Center,Lightweight,12,4,3,5,,12,4,3,0,
3282,/fighter/Steve-Steinbeiss-21627,Steve Steinbeiss,The Hooligan,05/05/1981,40.0,,"Phoenix, Arizona",United States,"6'3""",186 lbs,Power MMA Team,Middleweight,9,3,6,0,,9,0,1,3,
3283,/fighter/Jimmy-Flick-60460,Jimmy Flick,The Brick,07/09/1990,30.0,,"Sand Springs, Oklahoma",United States,"5'7""",125 lbs,Thunderkick Fitness,Flyweight,16,0,14,2,,16,4,0,1,
3284,/fighter/John-Lineker-41906,John Lineker,Hands of Stone,12/06/1990,31.0,,"Paranagua, Parana",Brazil,"5'3""",135 lbs,OCS Jiu-Jitsu,Bantamweight,34,16,4,13,1.0,34,0,3,6,0.0
3285,/fighter/Daniel-Vizcaya-67208,Daniel Vizcaya,The Bulldog,01/07/1985,36.0,,"Lisle, Illinois",United States,"6'0""",185 lbs,Prime Muay Thai,Middleweight,10,2,6,2,,10,0,3,1,
3286,/fighter/Blake-Dufour-50516,Blake Dufour,Du4,,,,"New Orleans, Louisiana",United States,"5'10""",136 lbs,,Bantamweight,2,0,1,1,,2,0,1,1,
3287,/fighter/Jay-Silva-34408,Jay Silva,Da Spyda Killa,25/05/1981,40.0,,"Huntington Beach, California",United States,"6'2""",225 lbs,MPF Training Systems,Heavyweight,12,6,3,3,,12,4,0,9,
3288,/fighter/Rich-de-los-Reyes-53473,Rich de los Reyes,,,,,,United States,"0'0""",145 lbs,Champions Gym,Featherweight,2,0,2,0,,2,1,0,0,
3289,/fighter/Andy-Enz-61422,Andy Enz,Tank Mode,15/08/1991,29.0,,"Anchorage, Alaska",United States,"6'3""",185 lbs,Gracie Barra Alaska,Middleweight,10,1,7,2,,10,1,0,3,
3290,/fighter/Adrian-Serrano-254,Adrian Serrano,,23/12/1963,57.0,,"Milwaukee, Wisconsin",United States,"5'8""",175 lbs,Adrian Serrano Combat Sports Gym,Middleweight,56,14,31,8,3.0,56,12,13,4,0.0
3291,/fighter/Chavous-Smith-77256,Chavous Smith,,,,,"Tulsa, Oklahoma",United States,"5'10""",135 lbs,Team Thunder Tulsa,Bantamweight,8,3,4,1,,8,0,6,0,
3292,/fighter/Raoul-Romero-6910,Raoul Romero,Terminator,27/11/1968,52.0,,,Mexico,"6'1""",216 lbs,Reyes Kickboxing,Heavyweight,3,0,3,0,,3,3,0,0,
3293,/fighter/Scott-McAfee-18108,Scott McAfee,,23/08/1983,37.0,,"Fairbanks, Alaska",United States,"5'8""",155 lbs,Team Alpha Male,Lightweight,14,5,7,2,,14,0,4,3,
3294,/fighter/Joe-Pacheco-83492,Joe Pacheco,The Juggernaut,19/02/1985,36.0,,"Gastonia, North Carolina",United States,"5'10""",185 lbs,Renegade Fighting Systems,Middleweight,7,1,4,2,,7,0,1,1,
3295,/fighter/Dustin-Barca-84031,Dustin Barca,,,,,Hawaii,United States,"0'0""",155 lbs,,Lightweight,4,1,1,2,,4,0,0,0,
3296,/fighter/Jared-Papazian-33531,Jared Papazian,The Jackhammer,01/02/1988,33.0,,"West Hills, California",United States,"5'8""",135 lbs,Team Hayastan,Bantamweight,20,6,2,12,,20,3,6,5,
3297,/fighter/Crafton-Wallace-8269,Crafton Wallace,,15/04/1972,49.0,,"Naples, Florida",United States,"6'0""",184 lbs,Inferno MMA,Middleweight,18,8,9,1,,18,2,3,1,
3298,/fighter/Abe-Wagner-15041,Abe Wagner,Hurricane,04/03/1980,41.0,,"Omaha, Nebraska",United States,"6'4""",256 lbs,MidAmerica Martial Arts,Heavyweight,11,7,3,1,,11,3,4,1,
3299,/fighter/Jason-Graves-36847,Jason Graves,Reaper,,,,"Schaumburg, Illinois",United States,"6'1""",170 lbs,Uflacker Academy,Welterweight,3,0,3,0,,3,1,3,0,
3300,/fighter/Fabricio-Camoes-2427,Fabricio Camoes,Morango,23/12/1978,42.0,,Rio de Janeiro,Brazil,"5'9""",155 lbs,Gracie Humaita,Lightweight,14,4,7,3,,14,3,4,2,
3301,/fighter/Anthony-Rocco-Martin-80436,Anthony Rocco Martin,,11/12/1989,31.0,,"Palos Heights, Illinois",United States,"6'0""",170 lbs,American Top Team,Welterweight,17,1,9,7,,17,0,2,4,
